매출일,영업소,영업담당,기간,전표번호,상품코드,상품명,대분류,중분류,소분류,거래처코드,거래처명,매출수량,매출금액,매출이익,단가
2025-11-10,인천,이영희,30,838701,651031,식재료냄비22cm,냄비,식재료냄비,22cm,6003,밀양서비스,3,128700,19305,42900
2025-11-10,인천,임동현,30,336223,187605,P뚜껑포함한손튀김냄비16cm,냄비,P뚜껑포함한손튀김냄비,16cm,6008,상마사무소,4,188000,28200,47000
2025-07-21,인천,박지훈,30,773388,20449,P플래티넘프라이팬24cm,프라이팬,P플래티넘프라이팬,24cm,6011,가납기획,4,275200,41280,68800
2025-03-08,인천,이영희,30,942332,187605,P뚜껑포함한손튀김냄비16cm,냄비,P뚜껑포함한손튀김냄비,16cm,6001,수원상사,56,2632000,394800,47000
2025-03-08,인천,박지훈,30,503661,150987,Q프라이팬26cm,프라이팬,Q프라이팬,26cm,6001,수원상사,24,458400,68760,19100
2025-03-08,인천,이영희,30,644635,320252,P오일포트1.2L,포트,P오일포트,1.2L,6001,수원상사,54,2403000,360450,44500
2025-03-08,인천,박지훈,30,353431,778897,P프라이팬26cm,프라이팬,P프라이팬,26cm,6001,수원상사,34,1615000,242250,47500
2025-03-08,인천,강서연,30,100039,114412,P온도계포함튀김냄비22cm,냄비,P온도계포함튀김냄비,22cm,6006,수도상사,3,136200,20430,45400
2025-03-08,인천,최수진,30,264531,254914,프라이팬26cm,프라이팬,프라이팬,26cm,6006,수도상사,4,202800,30420,50700
2025-03-08,인천,이영희,30,486199,883242,계란말이,프라이팬,계란말이,,6007,청주식당,5,286000,42900,57200
2025-03-08,인천,정민호,30,576766,612175,P프라이팬24cm,프라이팬,P프라이팬,24cm,6003,밀양서비스,3,68400,10260,22800
2025-03-08,인천,김민수,30,104725,778897,P프라이팬26cm,프라이팬,P프라이팬,26cm,6025,영주맛집,3,142500,21375,47500
2025-03-08,인천,정민호,30,600092,133268,Q프라이팬24cm,프라이팬,Q프라이팬,24cm,6009,등정기업,3,56400,8460,18800
2025-03-08,인천,최수진,30,383535,41304,SS튀김배트M,기타,SS튀김배트M,,6017,송야기업,4,85200,12780,21300
2025-03-26,인천,박지훈,30,284712,188249,P양손튀김20cm,냄비,P양손튀김,20cm,6016,대구산업,3,39300,5895,13100
2025-03-26,인천,한소영,30,47149,266272,프라이팬24cm,프라이팬,프라이팬,24cm,6011,가납기획,4,86400,12960,21600
2025-03-26,인천,김민수,30,716046,868131,식재료냄비24cm,냄비,식재료냄비,24cm,6011,가납기획,20,814000,122100,40700
2025-03-26,인천,한소영,30,511614,333847,식재료냄비26cm,냄비,식재료냄비,26cm,6011,가납기획,40,1956000,293400,48900
2025-05-26,인천,최수진,30,828160,171673,P오일포트1.6L,포트,P오일포트,1.6L,6001,수원상사,11,113300,16995,10300
2025-05-26,인천,김민수,30,731201,853595,P계란후라이커버16-18cm,기타,P계란후라이커버,16-18cm,6001,수원상사,3,72600,10890,24200
2025-05-26,인천,이영희,30,344630,677692,P계란말이,프라이팬,P계란말이,,6001,수원상사,29,1186100,177915,40900
