매출일,영업소,영업담당,기간,전표번호,상품코드,상품명,대분류,중분류,소분류,거래처코드,거래처명,매출수량,매출금액,매출이익,단가
2025-08-31,인천,정민호,30,281303,320252,P오일포트1.2L,포트,P오일포트,1.2L,6001,수원상사,44,1958000,293700,44500
2025-08-31,인천,최수진,30,189282,302661,P철제깊은형프라이팬24cm,프라이팬,P철제깊은형프라이팬,24cm,6001,수원상사,1,30000,4500,30000
2025-08-31,인천,조현우,30,538928,181175,온도계포함튀김냄비21cm,냄비,온도계포함튀김냄비,21cm,6001,수원상사,19,767600,115140,40400
2025-08-31,인천,김태호,30,823024,41304,SS튀김배트M,기타,SS튀김배트M,,6001,수원상사,8,170400,25560,21300
2025-08-31,인천,강서연,30,727272,254914,프라이팬26cm,프라이팬,프라이팬,26cm,6016,대구산업,2,101400,15210,50700
2025-08-31,인천,박지훈,30,164709,205240,P카세트가스레인지용오일플레이트,플레이트,P카세트가스레인지용오일플레이트,,6016,대구산업,2,124800,18720,62400
2025-08-31,인천,최수진,30,94351,72745,PP프라이팬26cm,프라이팬,PP프라이팬,26cm,6016,대구산업,79,1880200,282030,23800
2025-08-31,인천,김민수,30,328240,321161,SP계란말이中,프라이팬,SP계란말이中,,6006,수도상사,1,31300,4695,31300
2025-08-31,인천,이영희,30,356387,853595,P계란후라이커버16-18cm,기타,P계란후라이커버,16-18cm,6007,청주식당,2,48400,7260,24200
2025-08-31,인천,김태호,30,389108,41304,SS튀김배트M,기타,SS튀김배트M,,6007,청주식당,2,42600,6390,21300
2025-08-31,인천,이영희,30,721855,613410,볶음냄비28cm,냄비,볶음냄비,28cm,6007,청주식당,19,266000,39900,14000
2025-08-31,인천,김민수,30,878264,333847,식재료냄비26cm,냄비,식재료냄비,26cm,6007,청주식당,1,48900,7335,48900
2025-08-31,인천,최수진,30,218418,72745,PP프라이팬26cm,프라이팬,PP프라이팬,26cm,6012,산천사무소,9,214200,32130,23800
2025-08-31,인천,정민호,30,249126,728712,SP프라이팬22cm,프라이팬,SP프라이팬,22cm,6009,등정기업,1,11800,1770,11800
2025-08-31,인천,김민수,30,891840,547328,P스태미나양손튀김20cm,냄비,P스태미나양손튀김,20cm,6013,지본산업,1,16500,2475,16500
2025-08-31,인천,이영희,30,523116,778897,P프라이팬26cm,프라이팬,P프라이팬,26cm,6017,송야기업,2,95000,14250,47500
2025-01-17,인천,강서연,30,206700,716102,P프라이팬20cm,프라이팬,P프라이팬,20cm,6011,가납기획,2,132000,19800,66000
2025-07-13,인천,정민호,30,546225,150987,Q프라이팬26cm,프라이팬,Q프라이팬,26cm,6001,수원상사,21,401100,60165,19100
2025-07-13,인천,박지훈,30,388793,853595,P계란후라이커버16-18cm,기타,P계란후라이커버,16-18cm,6001,수원상사,3,72600,10890,24200
2025-07-13,인천,한소영,30,991606,184817,P중화국자,국자,P중화국자,,6001,수원상사,3,134700,20205,44900
2025-07-13,인천,김태호,30,511333,677692,P계란말이,프라이팬,P계란말이,,6001,수원상사,24,981600,147240,40900
2025-07-13,인천,이영희,30,464138,181175,온도계포함튀김냄비21cm,냄비,온도계포함튀김냄비,21cm,6001,수원상사,4,161600,24240,40400
2025-07-13,인천,정민호,30,283934,114412,P온도계포함튀김냄비22cm,냄비,P온도계포함튀김냄비,22cm,6016,대구산업,1,45400,6810,45400
2025-07-13,인천,정민호,30,758163,266272,프라이팬24cm,프라이팬,프라이팬,24cm,6016,대구산업,1,21600,3240,21600
2025-07-13,인천,이영희,30,246770,254914,프라이팬26cm,프라이팬,프라이팬,26cm,6016,대구산업,1,50700,7605,50700
2025-07-13,인천,최수진,30,976399,728712,SP프라이팬22cm,프라이팬,SP프라이팬,22cm,6016,대구산업,1,11800,1770,11800
2025-07-13,인천,최수진,30,925809,264751,SP계란후라이,프라이팬,SP계란후라이,,6006,수도상사,3,56400,8460,18800
2025-07-13,인천,정민호,30,198068,584096,PP프라이팬24cm,프라이팬,PP프라이팬,24cm,6020,사전기획,19,547200,82080,28800
2025-07-13,인천,최수진,30,114460,448664,계란말이,프라이팬,계란말이,,6013,지본산업,19,1168500,175275,61500
