매출일,영업소,영업담당,기간,전표번호,상품코드,상품명,대분류,중분류,소분류,거래처코드,거래처명,매출수량,매출금액,매출이익,단가
2025-02-09,서울,박지훈,31,762410,184817,P중화국자,국자,P중화국자,,1001,수원상사,20,898000,134700,44900
2025-02-09,서울,강서연,31,636604,171673,P오일포트1.6L,포트,P오일포트,1.6L,1001,수원상사,9,92700,13905,10300
2025-02-09,서울,김민수,31,516416,862984,P철제프라이팬26cm,프라이팬,P철제프라이팬,26cm,1001,수원상사,11,166100,24915,15100
2025-02-09,서울,임동현,31,269244,616780,PP볶음냄비28cm,냄비,PP볶음냄비,28cm,1001,수원상사,10,628000,94200,62800
2025-02-09,서울,정민호,31,391577,716102,P프라이팬20cm,프라이팬,P프라이팬,20cm,1001,수원상사,5,330000,49500,66000
2025-02-09,서울,김태호,31,182451,321161,SP계란말이中,프라이팬,SP계란말이中,,1006,수도상사,5,156500,23475,31300
2025-02-09,서울,조현우,31,944585,187605,P뚜껑포함한손튀김냄비16cm,냄비,P뚜껑포함한손튀김냄비,16cm,1020,사전기획,5,235000,35250,47000
2025-02-09,서울,강서연,31,117857,205240,P카세트가스레인지용오일플레이트,플레이트,P카세트가스레인지용오일플레이트,,1008,상마사무소,4,249600,37440,62400
2025-09-20,서울,김태호,31,499952,376382,N볶음냄비20cm,냄비,N볶음냄비,20cm,1022,전상기획,5,203000,30450,40600
2025-09-20,서울,임동현,31,666953,311907,N계란말이中,프라이팬,N계란말이中,,1022,전상기획,5,244500,36675,48900
2025-05-23,서울,박지훈,31,233810,188249,P양손튀김20cm,냄비,P양손튀김,20cm,1003,밀양서비스,4,52400,7860,13100
2025-07-25,서울,김태호,31,60685,695958,철계란,기타,철계란,,1015,전천서비스,38,2603000,390450,68500
2025-03-31,서울,이영희,31,317790,315660,P온도계포함양손튀김20M,냄비,P온도계포함양손튀김,20M,1001,수원상사,7,182000,27300,26000
2025-03-31,서울,정민호,31,709117,181175,온도계포함튀김냄비21cm,냄비,온도계포함튀김냄비,21cm,1001,수원상사,8,323200,48480,40400
2025-03-31,서울,이영희,31,323345,320252,P오일포트1.2L,포트,P오일포트,1.2L,1016,대구산업,5,222500,33375,44500
