매출일,영업소,영업담당,기간,전표번호,상품코드,상품명,대분류,중분류,소분류,거래처코드,거래처명,매출수량,매출금액,매출이익,단가
2025-01-12,대구,강서연,31,396053,129787,N볶음냄비28cm,냄비,N볶음냄비,28cm,3022,전상기획,4,246400,36960,61600
2025-01-12,대구,김민수,31,174511,260996,SP프라이팬26cm,프라이팬,SP프라이팬,26cm,3017,송야기업,6,298800,44820,49800
2025-01-12,대구,이영희,31,779945,133268,Q프라이팬24cm,프라이팬,Q프라이팬,24cm,3017,송야기업,4,75200,11280,18800
2025-01-12,대구,조현우,31,800695,320252,P오일포트1.2L,포트,P오일포트,1.2L,3030,우리맛집,62,2759000,413850,44500
2025-01-12,대구,최수진,31,220023,804555,프라이팬28cm,프라이팬,프라이팬,28cm,3008,상마사무소,3,209400,31410,69800
2025-01-12,대구,최수진,31,689753,320252,P오일포트1.2L,포트,P오일포트,1.2L,3025,영주맛집,4,178000,26700,44500
2025-01-12,대구,김민수,31,815094,584096,PP프라이팬24cm,프라이팬,PP프라이팬,24cm,3012,산천사무소,12,345600,51840,28800
2025-01-12,대구,김민수,31,961714,41304,SS튀김배트M,기타,SS튀김배트M,,3007,청주식당,5,106500,15975,21300
2025-01-12,대구,박지훈,31,798692,29412,SP프라이팬24cm,프라이팬,SP프라이팬,24cm,3007,청주식당,6,396600,59490,66100
2025-01-12,대구,이영희,31,751034,677692,P계란말이,프라이팬,P계란말이,,3007,청주식당,5,204500,30675,40900
2025-01-12,대구,김민수,31,171677,51830,P볶음냄비28cm,냄비,P볶음냄비,28cm,3007,청주식당,5,345500,51825,69100
2025-01-12,대구,김민수,31,506781,187605,P뚜껑포함한손튀김냄비16cm,냄비,P뚜껑포함한손튀김냄비,16cm,3020,사전기획,4,188000,28200,47000
2025-01-12,대구,정민호,31,782265,677692,P계란말이,프라이팬,P계란말이,,3001,수원상사,31,1267900,190185,40900
2025-01-12,대구,이영희,31,503014,320252,P오일포트1.2L,포트,P오일포트,1.2L,3001,수원상사,5,222500,33375,44500
2025-01-12,대구,이영희,31,304516,327048,P중화スキンマー,국자,P중화スキンマー,,3001,수원상사,3,71400,10710,23800
2025-09-28,대구,이영희,31,370550,651031,식재료냄비22cm,냄비,식재료냄비,22cm,3003,밀양서비스,3,128700,19305,42900
2025-09-28,대구,박지훈,31,521156,333847,식재료냄비26cm,냄비,식재료냄비,26cm,3006,수도상사,3,146700,22005,48900
2025-12-29,대구,정민호,31,213992,188249,P양손튀김20cm,냄비,P양손튀김,20cm,3029,도천식당,3,39300,5895,13100
2025-10-16,대구,강서연,31,542992,29412,SP프라이팬24cm,프라이팬,SP프라이팬,24cm,3017,송야기업,5,330500,49575,66100
2025-10-16,대구,조현우,31,461200,29412,SP프라이팬24cm,프라이팬,SP프라이팬,24cm,3009,등정기업,4,264400,39660,66100
2025-10-16,대구,박지훈,31,492469,853595,P계란후라이커버16-18cm,기타,P계란후라이커버,16-18cm,3008,상마사무소,3,72600,10890,24200
2025-10-16,대구,이영희,31,937509,677692,P계란말이,프라이팬,P계란말이,,3008,상마사무소,4,163600,24540,40900
2025-10-16,대구,정민호,31,825210,612175,P프라이팬24cm,프라이팬,P프라이팬,24cm,3003,밀양서비스,3,68400,10260,22800
2025-10-16,대구,박지훈,31,657774,133268,Q프라이팬24cm,프라이팬,Q프라이팬,24cm,3003,밀양서비스,5,94000,14100,18800
2025-10-16,대구,정민호,31,978797,584096,PP프라이팬24cm,프라이팬,PP프라이팬,24cm,3020,사전기획,22,633600,95040,28800
2025-10-16,대구,강서연,31,308133,264751,SP계란후라이,프라이팬,SP계란후라이,,3006,수도상사,6,112800,16920,18800
2025-10-16,대구,최수진,31,696833,254914,프라이팬26cm,프라이팬,프라이팬,26cm,3006,수도상사,4,202800,30420,50700
2025-10-16,대구,임동현,31,68602,406850,P프라이팬커버24~28용,프라이팬,P프라이팬커버,24~28용,3001,수원상사,5,170500,25575,34100
2025-10-16,대구,최수진,31,481021,778897,P프라이팬26cm,프라이팬,P프라이팬,26cm,3001,수원상사,30,1425000,213750,47500
2025-10-16,대구,한소영,31,26405,853595,P계란후라이커버16-18cm,기타,P계란후라이커버,16-18cm,3001,수원상사,6,145200,21780,24200
2025-10-16,대구,박지훈,31,685044,320252,P오일포트1.2L,포트,P오일포트,1.2L,3001,수원상사,54,2403000,360450,44500
2025-10-16,대구,최수진,31,228089,677692,P계란말이,프라이팬,P계란말이,,3001,수원상사,27,1104300,165645,40900
2025-08-05,대구,김태호,31,125384,333847,식재료냄비26cm,냄비,식재료냄비,26cm,3011,가납기획,4,195600,29340,48900
2025-08-05,대구,김태호,31,686141,651031,식재료냄비22cm,냄비,식재료냄비,22cm,3011,가납기획,4,171600,25740,42900
2025-08-05,대구,박지훈,31,786692,266272,프라이팬24cm,프라이팬,프라이팬,24cm,3011,가납기획,4,86400,12960,21600
2025-11-20,대구,박지훈,31,873174,584096,PP프라이팬24cm,프라이팬,PP프라이팬,24cm,3012,산천사무소,12,345600,51840,28800
2025-05-28,대구,이영희,31,620664,51830,P볶음냄비28cm,냄비,P볶음냄비,28cm,3011,가납기획,3,207300,31095,69100
2025-05-28,대구,한소영,31,948805,173386,P불소오일포트,포트,P불소오일포트,,3011,가납기획,3,77700,11655,25900
2025-06-29,대구,한소영,31,104023,651031,식재료냄비22cm,냄비,식재료냄비,22cm,3013,지본산업,3,128700,19305,42900
2025-06-29,대구,최수진,31,832755,677692,P계란말이,프라이팬,P계란말이,,3007,청주식당,5,204500,30675,40900
2025-06-29,대구,김태호,31,252442,187605,P뚜껑포함한손튀김냄비16cm,냄비,P뚜껑포함한손튀김냄비,16cm,3007,청주식당,4,188000,28200,47000
2025-06-29,대구,강서연,31,50342,677692,P계란말이,프라이팬,P계란말이,,3006,수도상사,4,163600,24540,40900
2025-06-29,대구,이영희,31,126474,677692,P계란말이,프라이팬,P계란말이,,3016,대구산업,5,204500,30675,40900
2025-06-29,대구,한소영,31,280702,181175,온도계포함튀김냄비21cm,냄비,온도계포함튀김냄비,21cm,3001,수원상사,19,767600,115140,40400
2025-06-29,대구,정민호,31,139703,171673,P오일포트1.6L,포트,P오일포트,1.6L,3001,수원상사,11,113300,16995,10300
2025-06-29,대구,최수진,31,231843,320252,P오일포트1.2L,포트,P오일포트,1.2L,3001,수원상사,56,2492000,373800,44500
2025-06-29,대구,최수진,31,608624,862984,P철제프라이팬26cm,프라이팬,P철제프라이팬,26cm,3001,수원상사,4,60400,9060,15100
2025-06-29,대구,김민수,31,964539,184817,P중화국자,국자,P중화국자,,3001,수원상사,11,493900,74085,44900
2025-10-25,대구,김민수,31,593564,862984,P철제프라이팬26cm,프라이팬,P철제프라이팬,26cm,3001,수원상사,1,15100,2265,15100
2025-09-21,대구,정민호,31,829373,187605,P뚜껑포함한손튀김냄비16cm,냄비,P뚜껑포함한손튀김냄비,16cm,3011,가납기획,4,188000,28200,47000
2025-09-21,대구,박지훈,31,345208,188249,P양손튀김20cm,냄비,P양손튀김,20cm,3011,가납기획,1,13100,1965,13100
2025-09-21,대구,김태호,31,257039,778897,P프라이팬26cm,프라이팬,P프라이팬,26cm,3011,가납기획,4,190000,28500,47500
2025-09-21,대구,강서연,31,938611,72745,PP프라이팬26cm,프라이팬,PP프라이팬,26cm,3008,상마사무소,22,523600,78540,23800
2025-11-02,대구,박지훈,31,305223,804555,프라이팬28cm,프라이팬,프라이팬,28cm,3013,지본산업,3,209400,31410,69800
2025-11-02,대구,조현우,31,153342,333847,식재료냄비26cm,냄비,식재료냄비,26cm,3009,등정기업,5,244500,36675,48900
2025-11-02,대구,박지훈,31,128054,254914,프라이팬26cm,프라이팬,프라이팬,26cm,3007,청주식당,4,202800,30420,50700
2025-03-16,대구,강서연,31,377523,695958,철계란,기타,철계란,,3015,전천서비스,30,2055000,308250,68500
2025-07-21,대구,조현우,31,450661,868131,식재료냄비24cm,냄비,식재료냄비,24cm,3007,청주식당,3,122100,18315,40700
2025-07-21,대구,정민호,31,272333,853595,P계란후라이커버16-18cm,기타,P계란후라이커버,16-18cm,3006,수도상사,5,121000,18150,24200
2025-07-21,대구,김태호,31,145385,188249,P양손튀김20cm,냄비,P양손튀김,20cm,3006,수도상사,3,39300,5895,13100
2025-07-21,대구,박지훈,31,552147,41304,SS튀김배트M,기타,SS튀김배트M,,3001,수원상사,5,106500,15975,21300
2025-07-21,대구,김민수,31,575426,320252,P오일포트1.2L,포트,P오일포트,1.2L,3001,수원상사,14,623000,93450,44500
2025-07-21,대구,이영희,31,966973,171673,P오일포트1.6L,포트,P오일포트,1.6L,3001,수원상사,8,82400,12360,10300
2025-07-21,대구,박지훈,31,167795,862984,P철제프라이팬26cm,프라이팬,P철제프라이팬,26cm,3001,수원상사,3,45300,6795,15100
2025-07-21,대구,김태호,31,779109,89628,P볶음냄비28cm,냄비,P볶음냄비,28cm,3001,수원상사,6,396600,59490,66100
2025-07-29,대구,임동현,31,135203,129787,N볶음냄비28cm,냄비,N볶음냄비,28cm,3014,백조식당,1,61600,9240,61600
2025-07-29,대구,김민수,31,280481,311907,N계란말이中,프라이팬,N계란말이中,,3014,백조식당,7,342300,51345,48900
2025-07-29,대구,이영희,31,654540,320252,P오일포트1.2L,포트,P오일포트,1.2L,3027,소소기업,4,178000,26700,44500
2025-07-17,대구,이영희,31,557632,216060,SP볶음냄비28cm,냄비,SP볶음냄비,28cm,3017,송야기업,4,42400,6360,10600
2025-07-17,대구,박지훈,31,710886,260996,SP프라이팬26cm,프라이팬,SP프라이팬,26cm,3003,밀양서비스,4,199200,29880,49800
2025-12-27,대구,이영희,31,712371,72745,PP프라이팬26cm,프라이팬,PP프라이팬,26cm,3017,송야기업,42,999600,149940,23800
2025-12-27,대구,이영희,31,815298,72745,PP프라이팬26cm,프라이팬,PP프라이팬,26cm,3016,대구산업,42,999600,149940,23800
2025-05-24,대구,김태호,31,342350,225612,가벼운프라이팬24cm,프라이팬,가벼운프라이팬,24cm,3011,가납기획,4,128400,19260,32100
2025-05-24,대구,이영희,31,618677,360707,P플래티넘미니프라이팬18cm,프라이팬,P플래티넘미니프라이팬,18cm,3011,가납기획,5,340000,51000,68000
2025-05-24,대구,정민호,31,753593,908477,P플래티넘볶음냄비28cm,냄비,P플래티넘볶음냄비,28cm,3011,가납기획,4,117600,17640,29400
2025-05-24,대구,임동현,31,152274,133268,Q프라이팬24cm,프라이팬,Q프라이팬,24cm,3011,가납기획,5,94000,14100,18800
2025-02-28,대구,이영희,31,637196,321161,SP계란말이中,프라이팬,SP계란말이中,,3009,등정기업,4,125200,18780,31300
2025-02-28,대구,김민수,31,865808,254914,프라이팬26cm,프라이팬,프라이팬,26cm,3025,영주맛집,3,152100,22815,50700
2025-02-28,대구,정민호,31,714346,29412,SP프라이팬24cm,프라이팬,SP프라이팬,24cm,3025,영주맛집,3,198300,29745,66100
